region,year,season,dt_h,O,n_acq
BaffinBay,2025,shoulder,72,0.8737,64
BaffinBay,2025,shoulder,168,0.9908,64
BaffinBay,2025,melt,6,0.0,159
BaffinBay,2025,melt,12,0.217,159
BaffinBay,2025,melt,24,0.6905,159
BaffinBay,2025,melt,48,0.8402,159
BaffinBay,2025,melt,72,0.9625,159
BaffinBay,2025,melt,168,0.9918,159
BaffinBay,2025,freeze-up,6,0.0,145
BaffinBay,2025,freeze-up,12,0.2628,145
BaffinBay,2025,freeze-up,24,0.9178,145
BaffinBay,2025,freeze-up,48,0.9938,145
BaffinBay,2025,freeze-up,72,0.9938,145
BaffinBay,2025,freeze-up,168,0.9938,145
BaffinBay,2026,winter,6,0.0,128
BaffinBay,2026,winter,12,0.23,128
BaffinBay,2026,winter,24,0.7669,128
BaffinBay,2026,winter,48,0.9223,128
BaffinBay,2026,winter,72,0.9779,128
BaffinBay,2026,winter,168,0.9779,128
BaffinBay,2026,shoulder,6,0.0038,130
BaffinBay,2026,shoulder,12,0.3198,130
BaffinBay,2026,shoulder,24,0.8895,130
BaffinBay,2026,shoulder,48,0.9908,130
BaffinBay,2026,shoulder,72,0.9908,130
BaffinBay,2026,shoulder,168,0.9908,130
BaffinBay,2026,melt,6,0.0008,167
BaffinBay,2026,melt,12,0.2587,167
BaffinBay,2026,melt,24,0.8337,167
BaffinBay,2026,melt,48,0.9944,167
BaffinBay,2026,melt,72,0.9944,167
BaffinBay,2026,melt,168,0.9944,167
Barents_Svalbard,2016,winter,6,0.0,98
Barents_Svalbard,2016,winter,12,0.1608,98
Barents_Svalbard,2016,winter,24,0.3276,98
Barents_Svalbard,2016,winter,48,0.9518,98
Barents_Svalbard,2016,winter,72,0.9781,98
Barents_Svalbard,2016,winter,168,0.9781,98
Barents_Svalbard,2016,shoulder,6,0.0,60
Barents_Svalbard,2016,shoulder,12,0.1399,60
Barents_Svalbard,2016,shoulder,24,0.2474,60
Barents_Svalbard,2016,shoulder,48,0.9184,60
Barents_Svalbard,2016,shoulder,72,0.9577,60
Barents_Svalbard,2016,shoulder,168,0.9577,60
Barents_Svalbard,2016,melt,6,0.0006,118
Barents_Svalbard,2016,melt,12,0.1432,118
Barents_Svalbard,2016,melt,24,0.2607,118
Barents_Svalbard,2016,melt,48,0.8198,118
Barents_Svalbard,2016,melt,72,0.8608,118
Barents_Svalbard,2016,melt,168,0.8934,118
Barents_Svalbard,2016,freeze-up,6,0.009,130
Barents_Svalbard,2016,freeze-up,12,0.172,130
Barents_Svalbard,2016,freeze-up,24,0.4872,130
Barents_Svalbard,2016,freeze-up,48,0.9935,130
Barents_Svalbard,2016,freeze-up,72,0.9935,130
Barents_Svalbard,2016,freeze-up,168,0.9935,130
Barents_Svalbard,2017,winter,6,0.0054,104
Barents_Svalbard,2017,winter,12,0.1186,104
Barents_Svalbard,2017,winter,24,0.4132,104
Barents_Svalbard,2017,winter,48,0.798,104
Barents_Svalbard,2017,winter,72,0.9493,104
Barents_Svalbard,2017,winter,168,0.989,104
Barents_Svalbard,2017,shoulder,6,0.0,47
Barents_Svalbard,2017,shoulder,12,0.0,47
Barents_Svalbard,2017,shoulder,24,0.3075,47
Barents_Svalbard,2017,shoulder,48,0.9505,47
Barents_Svalbard,2017,shoulder,72,0.9836,47
Barents_Svalbard,2017,shoulder,168,0.9836,47
Barents_Svalbard,2017,melt,6,0.0,88
Barents_Svalbard,2017,melt,12,0.0,88
Barents_Svalbard,2017,melt,24,0.375,88
Barents_Svalbard,2017,melt,48,0.7853,88
Barents_Svalbard,2017,melt,72,0.9589,88
Barents_Svalbard,2017,melt,168,0.9836,88
Barents_Svalbard,2017,freeze-up,6,0.0,70
Barents_Svalbard,2017,freeze-up,12,0.0,70
Barents_Svalbard,2017,freeze-up,24,0.4216,70
Barents_Svalbard,2017,freeze-up,48,0.8352,70
Barents_Svalbard,2017,freeze-up,72,0.9891,70
Barents_Svalbard,2017,freeze-up,168,0.9891,70
Barents_Svalbard,2018,winter,6,0.0,65
Barents_Svalbard,2018,winter,12,0.0,65
Barents_Svalbard,2018,winter,24,0.4089,65
Barents_Svalbard,2018,winter,48,0.7426,65
Barents_Svalbard,2018,winter,72,0.8998,65
Barents_Svalbard,2018,winter,168,0.9779,65
Barents_Svalbard,2018,shoulder,6,0.0011,49
Barents_Svalbard,2018,shoulder,12,0.0011,49
Barents_Svalbard,2018,shoulder,24,0.5554,49
Barents_Svalbard,2018,shoulder,48,0.6869,49
Barents_Svalbard,2018,shoulder,72,0.8352,49
Barents_Svalbard,2018,shoulder,168,0.9836,49
Barents_Svalbard,2018,melt,6,0.0086,133
Barents_Svalbard,2018,melt,12,0.0409,133
Barents_Svalbard,2018,melt,24,0.5239,133
Barents_Svalbard,2018,melt,48,0.7613,133
Barents_Svalbard,2018,melt,72,0.8434,133
Barents_Svalbard,2018,melt,168,0.9918,133
Barents_Svalbard,2018,freeze-up,6,0.0218,163
Barents_Svalbard,2018,freeze-up,12,0.0852,163
Barents_Svalbard,2018,freeze-up,24,0.907,163
Barents_Svalbard,2018,freeze-up,48,0.9939,163
Barents_Svalbard,2018,freeze-up,72,0.9939,163
Barents_Svalbard,2018,freeze-up,168,0.9939,163
Barents_Svalbard,2019,winter,6,0.0057,101
Barents_Svalbard,2019,winter,12,0.0102,101
Barents_Svalbard,2019,winter,24,0.8096,101
Barents_Svalbard,2019,winter,48,0.9558,101
Barents_Svalbard,2019,winter,72,0.989,101
Barents_Svalbard,2019,winter,168,0.989,101
Barents_Svalbard,2019,shoulder,6,0.0039,65
Barents_Svalbard,2019,shoulder,12,0.0039,65
Barents_Svalbard,2019,shoulder,24,0.7847,65
Barents_Svalbard,2019,shoulder,48,0.9836,65
Barents_Svalbard,2019,shoulder,72,0.9836,65
Barents_Svalbard,2019,shoulder,168,0.9836,65
Barents_Svalbard,2019,melt,6,0.007,135
Barents_Svalbard,2019,melt,12,0.007,135
Barents_Svalbard,2019,melt,24,0.7962,135
Barents_Svalbard,2019,melt,48,0.9676,135
Barents_Svalbard,2019,melt,72,0.992,135
Barents_Svalbard,2019,melt,168,0.992,135
Barents_Svalbard,2019,freeze-up,6,0.0078,112
Barents_Svalbard,2019,freeze-up,12,0.0078,112
Barents_Svalbard,2019,freeze-up,24,0.9563,112
Barents_Svalbard,2019,freeze-up,48,0.9891,112
Barents_Svalbard,2019,freeze-up,72,0.9891,112
Barents_Svalbard,2019,freeze-up,168,0.9891,112
Barents_Svalbard,2020,winter,6,0.0075,110
Barents_Svalbard,2020,winter,12,0.0075,110
Barents_Svalbard,2020,winter,24,0.9333,110
Barents_Svalbard,2020,winter,48,0.989,110
Barents_Svalbard,2020,winter,72,0.989,110
Barents_Svalbard,2020,winter,168,0.989,110
Barents_Svalbard,2020,shoulder,6,0.0073,72
Barents_Svalbard,2020,shoulder,12,0.0073,72
Barents_Svalbard,2020,shoulder,24,0.9021,72
Barents_Svalbard,2020,shoulder,48,0.9842,72
Barents_Svalbard,2020,shoulder,72,0.9842,72
Barents_Svalbard,2020,shoulder,168,0.9842,72
Barents_Svalbard,2020,melt,6,0.007,141
Barents_Svalbard,2020,melt,12,0.007,141
Barents_Svalbard,2020,melt,24,0.894,141
Barents_Svalbard,2020,melt,48,0.9918,141
Barents_Svalbard,2020,melt,72,0.9918,141
Barents_Svalbard,2020,melt,168,0.9918,141
Barents_Svalbard,2020,freeze-up,6,0.0082,112
Barents_Svalbard,2020,freeze-up,12,0.0082,112
Barents_Svalbard,2020,freeze-up,24,0.9458,112
Barents_Svalbard,2020,freeze-up,48,0.9891,112
Barents_Svalbard,2020,freeze-up,72,0.9891,112
Barents_Svalbard,2020,freeze-up,168,0.9891,112
Barents_Svalbard,2021,winter,6,0.0076,108
Barents_Svalbard,2021,winter,12,0.0076,108
Barents_Svalbard,2021,winter,24,0.9219,108
Barents_Svalbard,2021,winter,48,0.989,108
Barents_Svalbard,2021,winter,72,0.989,108
Barents_Svalbard,2021,winter,168,0.989,108
Barents_Svalbard,2021,shoulder,6,0.0067,70
Barents_Svalbard,2021,shoulder,12,0.0067,70
Barents_Svalbard,2021,shoulder,24,0.869,70
Barents_Svalbard,2021,shoulder,48,0.9836,70
Barents_Svalbard,2021,shoulder,72,0.9836,70
Barents_Svalbard,2021,shoulder,168,0.9836,70
Barents_Svalbard,2021,melt,6,0.007,139
Barents_Svalbard,2021,melt,12,0.007,139
Barents_Svalbard,2021,melt,24,0.8532,139
Barents_Svalbard,2021,melt,48,0.992,139
Barents_Svalbard,2021,melt,72,0.992,139
Barents_Svalbard,2021,melt,168,0.992,139
Barents_Svalbard,2021,freeze-up,6,0.0067,103
Barents_Svalbard,2021,freeze-up,12,0.0067,103
Barents_Svalbard,2021,freeze-up,24,0.8367,103
Barents_Svalbard,2021,freeze-up,48,0.935,103
Barents_Svalbard,2021,freeze-up,72,0.935,103
Barents_Svalbard,2021,freeze-up,168,0.9783,103
Barents_Svalbard,2022,winter,6,0.0,50
Barents_Svalbard,2022,winter,12,0.0,50
Barents_Svalbard,2022,winter,24,0.0,50
Barents_Svalbard,2022,winter,48,0.8777,50
Barents_Svalbard,2022,winter,72,0.8777,50
Barents_Svalbard,2022,winter,168,0.989,50
Barents_Svalbard,2022,shoulder,6,0.0,29
Barents_Svalbard,2022,shoulder,12,0.0,29
Barents_Svalbard,2022,shoulder,24,0.0,29
Barents_Svalbard,2022,shoulder,48,0.6722,29
Barents_Svalbard,2022,shoulder,72,0.6722,29
Barents_Svalbard,2022,shoulder,168,0.9016,29
Barents_Svalbard,2022,melt,6,0.0,53
Barents_Svalbard,2022,melt,12,0.0,53
Barents_Svalbard,2022,melt,24,0.0,53
Barents_Svalbard,2022,melt,48,0.525,53
Barents_Svalbard,2022,melt,72,0.525,53
Barents_Svalbard,2022,melt,168,0.9263,53
Barents_Svalbard,2022,freeze-up,6,0.0,53
Barents_Svalbard,2022,freeze-up,12,0.0,53
Barents_Svalbard,2022,freeze-up,24,0.0,53
Barents_Svalbard,2022,freeze-up,48,0.9675,53
Barents_Svalbard,2022,freeze-up,72,0.9675,53
Barents_Svalbard,2022,freeze-up,168,0.9675,53
Barents_Svalbard,2023,winter,6,0.0,51
Barents_Svalbard,2023,winter,12,0.0,51
Barents_Svalbard,2023,winter,24,0.0,51
Barents_Svalbard,2023,winter,48,0.9112,51
Barents_Svalbard,2023,winter,72,0.9112,51
Barents_Svalbard,2023,winter,168,0.989,51
Barents_Svalbard,2023,shoulder,6,0.0,31
Barents_Svalbard,2023,shoulder,12,0.0,31
Barents_Svalbard,2023,shoulder,24,0.0,31
Barents_Svalbard,2023,shoulder,48,0.7217,31
Barents_Svalbard,2023,shoulder,72,0.7217,31
Barents_Svalbard,2023,shoulder,168,0.951,31
Barents_Svalbard,2023,melt,6,0.0,58
Barents_Svalbard,2023,melt,12,0.0,58
Barents_Svalbard,2023,melt,24,0.0,58
Barents_Svalbard,2023,melt,48,0.6312,58
Barents_Svalbard,2023,melt,72,0.6312,58
Barents_Svalbard,2023,melt,168,0.9673,58
Barents_Svalbard,2023,freeze-up,6,0.0,54
Barents_Svalbard,2023,freeze-up,12,0.0,54
Barents_Svalbard,2023,freeze-up,24,0.0,54
Barents_Svalbard,2023,freeze-up,48,0.9786,54
Barents_Svalbard,2023,freeze-up,72,0.9786,54
Barents_Svalbard,2023,freeze-up,168,0.9786,54
Barents_Svalbard,2024,winter,6,0.0,53
Barents_Svalbard,2024,winter,12,0.0,53
Barents_Svalbard,2024,winter,24,0.0,53
Barents_Svalbard,2024,winter,48,0.9781,53
Barents_Svalbard,2024,winter,72,0.9781,53
Barents_Svalbard,2024,winter,168,0.9781,53
Barents_Svalbard,2024,shoulder,6,0.0,32
Barents_Svalbard,2024,shoulder,12,0.0,32
Barents_Svalbard,2024,shoulder,24,0.0,32
Barents_Svalbard,2024,shoulder,48,0.7543,32
Barents_Svalbard,2024,shoulder,72,0.7543,32
Barents_Svalbard,2024,shoulder,168,0.9836,32
Barents_Svalbard,2024,melt,6,0.0,57
Barents_Svalbard,2024,melt,12,0.0,57
Barents_Svalbard,2024,melt,24,0.0,57
Barents_Svalbard,2024,melt,48,0.5902,57
Barents_Svalbard,2024,melt,72,0.5902,57
Barents_Svalbard,2024,melt,168,0.9836,57
Barents_Svalbard,2024,freeze-up,6,0.0,54
Barents_Svalbard,2024,freeze-up,12,0.0,54
Barents_Svalbard,2024,freeze-up,24,0.0,54
Barents_Svalbard,2024,freeze-up,48,0.9891,54
Barents_Svalbard,2024,freeze-up,72,0.9891,54
Barents_Svalbard,2024,freeze-up,168,0.9891,54
Barents_Svalbard,2025,winter,6,0.0,53
Barents_Svalbard,2025,winter,12,0.0,53
Barents_Svalbard,2025,winter,24,0.0221,53
Barents_Svalbard,2025,winter,48,0.9669,53
Barents_Svalbard,2025,winter,72,0.9669,53
Barents_Svalbard,2025,winter,168,0.9669,53
Barents_Svalbard,2025,shoulder,6,0.0,36
Barents_Svalbard,2025,shoulder,12,0.0,36
Barents_Svalbard,2025,shoulder,24,0.1304,36
Barents_Svalbard,2025,shoulder,48,0.7543,36
Barents_Svalbard,2025,shoulder,72,0.7543,36
Barents_Svalbard,2025,shoulder,168,0.9836,36
Barents_Svalbard,2025,melt,6,0.0,70
Barents_Svalbard,2025,melt,12,0.0,70
Barents_Svalbard,2025,melt,24,0.1875,70
Barents_Svalbard,2025,melt,48,0.6152,70
Barents_Svalbard,2025,melt,72,0.6649,70
Barents_Svalbard,2025,melt,168,0.9673,70
Barents_Svalbard,2025,freeze-up,6,0.0,62
Barents_Svalbard,2025,freeze-up,12,0.0,62
Barents_Svalbard,2025,freeze-up,24,0.2594,62
Barents_Svalbard,2025,freeze-up,48,0.8586,62
Barents_Svalbard,2025,freeze-up,72,0.8586,62
Barents_Svalbard,2025,freeze-up,168,0.9675,62
Barents_Svalbard,2026,winter,6,0.0,54
Barents_Svalbard,2026,winter,12,0.0,54
Barents_Svalbard,2026,winter,24,0.0884,54
Barents_Svalbard,2026,winter,48,0.8998,54
Barents_Svalbard,2026,winter,72,0.8998,54
Barents_Svalbard,2026,winter,168,0.9775,54
Barents_Svalbard,2026,shoulder,6,0.0003,38
Barents_Svalbard,2026,shoulder,12,0.0003,38
Barents_Svalbard,2026,shoulder,24,0.0817,38
Barents_Svalbard,2026,shoulder,48,0.7706,38
Barents_Svalbard,2026,shoulder,72,0.8038,38
Barents_Svalbard,2026,shoulder,168,0.9836,38
Barents_Svalbard,2026,melt,6,0.0002,36
Barents_Svalbard,2026,melt,12,0.0002,36
Barents_Svalbard,2026,melt,24,0.0207,36
Barents_Svalbard,2026,melt,48,0.2171,36
Barents_Svalbard,2026,melt,72,0.4016,36
Barents_Svalbard,2026,melt,168,0.9485,36
BeringChukchi,2016,winter,6,0.0,6
BeringChukchi,2016,winter,12,0.0,6
BeringChukchi,2016,winter,24,0.0,6
BeringChukchi,2016,winter,48,0.0,6
BeringChukchi,2016,winter,72,0.0,6
BeringChukchi,2016,winter,168,0.0,6
BeringChukchi,2016,shoulder,6,0.0,3
BeringChukchi,2016,shoulder,12,0.0,3
BeringChukchi,2016,shoulder,24,0.0,3
BeringChukchi,2016,shoulder,48,0.0,3
BeringChukchi,2016,shoulder,72,0.0,3
BeringChukchi,2016,shoulder,168,0.0,3
BeringChukchi,2016,melt,6,0.0,3
BeringChukchi,2016,melt,12,0.0,3
BeringChukchi,2016,melt,24,0.0,3
BeringChukchi,2016,melt,48,0.0,3
BeringChukchi,2016,melt,72,0.0,3
BeringChukchi,2016,melt,168,0.0492,3
BeringChukchi,2016,freeze-up,6,0.0,17
BeringChukchi,2016,freeze-up,12,0.0,17
BeringChukchi,2016,freeze-up,24,0.0182,17
BeringChukchi,2016,freeze-up,48,0.1358,17
BeringChukchi,2016,freeze-up,72,0.1358,17
BeringChukchi,2016,freeze-up,168,0.3318,17
BeringChukchi,2017,winter,6,0.0,33
BeringChukchi,2017,winter,12,0.0049,33
BeringChukchi,2017,winter,24,0.0765,33
BeringChukchi,2017,winter,48,0.1856,33
BeringChukchi,2017,winter,72,0.293,33
BeringChukchi,2017,winter,168,0.7294,33
BeringChukchi,2017,shoulder,6,0.0,21
BeringChukchi,2017,shoulder,12,0.0,21
BeringChukchi,2017,shoulder,24,0.0978,21
BeringChukchi,2017,shoulder,48,0.2608,21
BeringChukchi,2017,shoulder,72,0.2608,21
BeringChukchi,2017,shoulder,168,0.9342,21
BeringChukchi,2017,melt,6,0.0,21
BeringChukchi,2017,melt,12,0.0,21
BeringChukchi,2017,melt,24,0.0,21
BeringChukchi,2017,melt,48,0.0,21
BeringChukchi,2017,melt,72,0.0,21
BeringChukchi,2017,melt,168,0.9836,21
BeringChukchi,2017,freeze-up,6,0.0,15
BeringChukchi,2017,freeze-up,12,0.0,15
BeringChukchi,2017,freeze-up,24,0.0,15
BeringChukchi,2017,freeze-up,48,0.0,15
BeringChukchi,2017,freeze-up,72,0.0,15
BeringChukchi,2017,freeze-up,168,0.9131,15
BeringChukchi,2018,winter,6,0.0,15
BeringChukchi,2018,winter,12,0.0,15
BeringChukchi,2018,winter,24,0.0,15
BeringChukchi,2018,winter,48,0.0,15
BeringChukchi,2018,winter,72,0.0,15
BeringChukchi,2018,winter,168,0.9333,15
BeringChukchi,2018,shoulder,6,0.0,11
BeringChukchi,2018,shoulder,12,0.0,11
BeringChukchi,2018,shoulder,24,0.0,11
BeringChukchi,2018,shoulder,48,0.0,11
BeringChukchi,2018,shoulder,72,0.0,11
BeringChukchi,2018,shoulder,168,0.9342,11
BeringChukchi,2018,melt,6,0.0,28
BeringChukchi,2018,melt,12,0.0,28
BeringChukchi,2018,melt,24,0.0,28
BeringChukchi,2018,melt,48,0.1304,28
BeringChukchi,2018,melt,72,0.1304,28
BeringChukchi,2018,melt,168,0.91,28
BeringChukchi,2018,freeze-up,6,0.0,26
BeringChukchi,2018,freeze-up,12,0.0,26
BeringChukchi,2018,freeze-up,24,0.0,26
BeringChukchi,2018,freeze-up,48,0.1297,26
BeringChukchi,2018,freeze-up,72,0.1297,26
BeringChukchi,2018,freeze-up,168,0.9675,26
BeringChukchi,2019,winter,6,0.0,30
BeringChukchi,2019,winter,12,0.0,30
BeringChukchi,2019,winter,24,0.0,30
BeringChukchi,2019,winter,48,0.1547,30
BeringChukchi,2019,winter,72,0.1547,30
BeringChukchi,2019,winter,168,0.9775,30
BeringChukchi,2019,shoulder,6,0.0,17
BeringChukchi,2019,shoulder,12,0.0,17
BeringChukchi,2019,shoulder,24,0.0,17
BeringChukchi,2019,shoulder,48,0.163,17
BeringChukchi,2019,shoulder,72,0.163,17
BeringChukchi,2019,shoulder,168,0.9342,17
BeringChukchi,2019,melt,6,0.0,37
BeringChukchi,2019,melt,12,0.0,37
BeringChukchi,2019,melt,24,0.0163,37
BeringChukchi,2019,melt,48,0.163,37
BeringChukchi,2019,melt,72,0.163,37
BeringChukchi,2019,melt,168,0.9836,37
BeringChukchi,2019,freeze-up,6,0.0,29
BeringChukchi,2019,freeze-up,12,0.0,29
BeringChukchi,2019,freeze-up,24,0.0,29
BeringChukchi,2019,freeze-up,48,0.1513,29
BeringChukchi,2019,freeze-up,72,0.1513,29
BeringChukchi,2019,freeze-up,168,0.9458,29
BeringChukchi,2020,winter,6,0.0,29
BeringChukchi,2020,winter,12,0.0,29
BeringChukchi,2020,winter,24,0.0,29
BeringChukchi,2020,winter,48,0.1748,29
BeringChukchi,2020,winter,72,0.1748,29
BeringChukchi,2020,winter,168,0.9781,29
BeringChukchi,2020,shoulder,6,0.0,15
BeringChukchi,2020,shoulder,12,0.0,15
BeringChukchi,2020,shoulder,24,0.0,15
BeringChukchi,2020,shoulder,48,0.0652,15
BeringChukchi,2020,shoulder,72,0.0652,15
BeringChukchi,2020,shoulder,168,0.9342,15
BeringChukchi,2020,melt,6,0.0,26
BeringChukchi,2020,melt,12,0.0,26
BeringChukchi,2020,melt,24,0.0,26
BeringChukchi,2020,melt,48,0.0652,26
BeringChukchi,2020,melt,72,0.0652,26
BeringChukchi,2020,melt,168,0.8526,26
BeringChukchi,2020,freeze-up,6,0.0,27
BeringChukchi,2020,freeze-up,12,0.0,27
BeringChukchi,2020,freeze-up,24,0.0,27
BeringChukchi,2020,freeze-up,48,0.1081,27
BeringChukchi,2020,freeze-up,72,0.1081,27
BeringChukchi,2020,freeze-up,168,0.9675,27
BeringChukchi,2021,winter,6,0.0,29
BeringChukchi,2021,winter,12,0.0,29
BeringChukchi,2021,winter,24,0.0,29
BeringChukchi,2021,winter,48,0.1547,29
BeringChukchi,2021,winter,72,0.1547,29
BeringChukchi,2021,winter,168,0.9333,29
BeringChukchi,2021,shoulder,6,0.0,17
BeringChukchi,2021,shoulder,12,0.0,17
BeringChukchi,2021,shoulder,24,0.0,17
BeringChukchi,2021,shoulder,48,0.0978,17
BeringChukchi,2021,shoulder,72,0.0978,17
BeringChukchi,2021,shoulder,168,0.9836,17
BeringChukchi,2021,melt,6,0.0,28
BeringChukchi,2021,melt,12,0.0,28
BeringChukchi,2021,melt,24,0.0,28
BeringChukchi,2021,melt,48,0.0489,28
BeringChukchi,2021,melt,72,0.0489,28
BeringChukchi,2021,melt,168,0.9426,28
BeringChukchi,2021,freeze-up,6,0.0,31
BeringChukchi,2021,freeze-up,12,0.0,31
BeringChukchi,2021,freeze-up,24,0.0,31
BeringChukchi,2021,freeze-up,48,0.1729,31
BeringChukchi,2021,freeze-up,72,0.1729,31
BeringChukchi,2021,freeze-up,168,0.9675,31
BeringChukchi,2022,winter,6,0.0,28
BeringChukchi,2022,winter,12,0.0,28
BeringChukchi,2022,winter,24,0.0,28
BeringChukchi,2022,winter,48,0.1326,28
BeringChukchi,2022,winter,72,0.1326,28
BeringChukchi,2022,winter,168,0.9333,28
BeringChukchi,2022,shoulder,6,0.0,13
BeringChukchi,2022,shoulder,12,0.0,13
BeringChukchi,2022,shoulder,24,0.0,13
BeringChukchi,2022,shoulder,48,0.0,13
BeringChukchi,2022,shoulder,72,0.0,13
BeringChukchi,2022,shoulder,168,0.9342,13
BeringChukchi,2022,melt,6,0.0,24
BeringChukchi,2022,melt,12,0.0,24
BeringChukchi,2022,melt,24,0.0,24
BeringChukchi,2022,melt,48,0.0,24
BeringChukchi,2022,melt,72,0.0,24
BeringChukchi,2022,melt,168,0.9263,24
BeringChukchi,2022,freeze-up,6,0.0,22
BeringChukchi,2022,freeze-up,12,0.0,22
BeringChukchi,2022,freeze-up,24,0.0,22
BeringChukchi,2022,freeze-up,48,0.0216,22
BeringChukchi,2022,freeze-up,72,0.0216,22
BeringChukchi,2022,freeze-up,168,0.9131,22
BeringChukchi,2023,winter,6,0.0,23
BeringChukchi,2023,winter,12,0.0,23
BeringChukchi,2023,winter,24,0.0,23
BeringChukchi,2023,winter,48,0.0,23
BeringChukchi,2023,winter,72,0.0,23
BeringChukchi,2023,winter,168,0.9669,23
BeringChukchi,2023,shoulder,6,0.0,13
BeringChukchi,2023,shoulder,12,0.0,13
BeringChukchi,2023,shoulder,24,0.0,13
BeringChukchi,2023,shoulder,48,0.0,13
BeringChukchi,2023,shoulder,72,0.0,13
BeringChukchi,2023,shoulder,168,0.869,13
BeringChukchi,2023,melt,6,0.0,26
BeringChukchi,2023,melt,12,0.0,26
BeringChukchi,2023,melt,24,0.0,26
BeringChukchi,2023,melt,48,0.0,26
BeringChukchi,2023,melt,72,0.0,26
BeringChukchi,2023,melt,168,0.9836,26
BeringChukchi,2023,freeze-up,6,0.0,21
BeringChukchi,2023,freeze-up,12,0.0,21
BeringChukchi,2023,freeze-up,24,0.0,21
BeringChukchi,2023,freeze-up,48,0.0,21
BeringChukchi,2023,freeze-up,72,0.0,21
BeringChukchi,2023,freeze-up,168,0.9131,21
BeringChukchi,2024,winter,6,0.0,25
BeringChukchi,2024,winter,12,0.0,25
BeringChukchi,2024,winter,24,0.0,25
BeringChukchi,2024,winter,48,0.1643,25
BeringChukchi,2024,winter,72,0.1643,25
BeringChukchi,2024,winter,168,0.7581,25
BeringChukchi,2024,shoulder,6,0.0,15
BeringChukchi,2024,shoulder,12,0.0,15
BeringChukchi,2024,shoulder,24,0.0,15
BeringChukchi,2024,shoulder,48,0.0978,15
BeringChukchi,2024,shoulder,72,0.0978,15
BeringChukchi,2024,shoulder,168,0.9016,15
BeringChukchi,2024,melt,6,0.0,27
BeringChukchi,2024,melt,12,0.0,27
BeringChukchi,2024,melt,24,0.0,27
BeringChukchi,2024,melt,48,0.0815,27
BeringChukchi,2024,melt,72,0.0815,27
BeringChukchi,2024,melt,168,0.8032,27
BeringChukchi,2024,freeze-up,6,0.0,29
BeringChukchi,2024,freeze-up,12,0.0,29
BeringChukchi,2024,freeze-up,24,0.0,29
BeringChukchi,2024,freeze-up,48,0.1297,29
BeringChukchi,2024,freeze-up,72,0.1297,29
BeringChukchi,2024,freeze-up,168,0.9563,29
BeringChukchi,2025,winter,6,0.0,29
BeringChukchi,2025,winter,12,0.0,29
BeringChukchi,2025,winter,24,0.0,29
BeringChukchi,2025,winter,48,0.1768,29
BeringChukchi,2025,winter,72,0.1768,29
BeringChukchi,2025,winter,168,0.989,29
BeringChukchi,2025,shoulder,6,0.0,20
BeringChukchi,2025,shoulder,12,0.0215,20
BeringChukchi,2025,shoulder,24,0.0215,20
BeringChukchi,2025,shoulder,48,0.1193,20
BeringChukchi,2025,shoulder,72,0.1193,20
BeringChukchi,2025,shoulder,168,0.927,20
BeringChukchi,2025,melt,6,0.0,36
BeringChukchi,2025,melt,12,0.0107,36
BeringChukchi,2025,melt,24,0.0107,36
BeringChukchi,2025,melt,48,0.0596,36
BeringChukchi,2025,melt,72,0.0596,36
BeringChukchi,2025,melt,168,0.9546,36
BeringChukchi,2025,freeze-up,6,0.0,37
BeringChukchi,2025,freeze-up,12,0.0285,37
BeringChukchi,2025,freeze-up,24,0.0285,37
BeringChukchi,2025,freeze-up,48,0.2014,37
BeringChukchi,2025,freeze-up,72,0.2014,37
BeringChukchi,2025,freeze-up,168,0.9675,37
BeringChukchi,2026,winter,6,0.0,35
BeringChukchi,2026,winter,12,0.0388,35
BeringChukchi,2026,winter,24,0.0388,35
BeringChukchi,2026,winter,48,0.1714,35
BeringChukchi,2026,winter,72,0.1714,35
BeringChukchi,2026,winter,168,0.849,35
BeringChukchi,2026,shoulder,6,0.0001,28
BeringChukchi,2026,shoulder,12,0.0216,28
BeringChukchi,2026,shoulder,24,0.0581,28
BeringChukchi,2026,shoulder,48,0.2864,28
BeringChukchi,2026,shoulder,72,0.2864,28
BeringChukchi,2026,shoulder,168,0.9016,28
BeringChukchi,2026,melt,6,0.0,28
BeringChukchi,2026,melt,12,0.027,28
BeringChukchi,2026,melt,24,0.027,28
BeringChukchi,2026,melt,48,0.0373,28
BeringChukchi,2026,melt,72,0.0373,28
BeringChukchi,2026,melt,168,0.81,28
GreenlandSea_Fram,2016,winter,6,0.0023,142
GreenlandSea_Fram,2016,winter,12,0.2274,142
GreenlandSea_Fram,2016,winter,24,0.7943,142
GreenlandSea_Fram,2016,winter,48,0.9931,142
GreenlandSea_Fram,2016,winter,72,0.9931,142
GreenlandSea_Fram,2016,winter,168,0.9931,142
GreenlandSea_Fram,2016,shoulder,6,0.0,89
GreenlandSea_Fram,2016,shoulder,12,0.1979,89
GreenlandSea_Fram,2016,shoulder,24,0.8017,89
GreenlandSea_Fram,2016,shoulder,48,0.9836,89
GreenlandSea_Fram,2016,shoulder,72,0.9836,89
GreenlandSea_Fram,2016,shoulder,168,0.9836,89
GreenlandSea_Fram,2016,melt,6,0.0011,172
GreenlandSea_Fram,2016,melt,12,0.1949,172
GreenlandSea_Fram,2016,melt,24,0.7661,172
GreenlandSea_Fram,2016,melt,48,0.8967,172
GreenlandSea_Fram,2016,melt,72,0.8967,172
